-23.966252220248666, -6.42763932994839
-23.845470692717583, -6.535479125177174
-23.634103019538188, -6.858878901507678
-23.33214920071048, -7.182350443451687
-23.120781527531083, -7.5057502197821915
-22.969804618117227, -7.559741883010092
-22.75843694493783, -6.69795647415541
-22.516873889875665, -7.290740441717352
-22.09413854351687, -6.698482755321125
-22.0639431616341, -6.375274353959968
-21.973357015985787, -6.590834335061688
-21.912966252220247, -6.4292660171878655
-21.882770870337474, -5.136360646129743
-21.852575488454704, -6.159953591569932
-21.76198934280639, -6.052281249439334
-21.64120781527531, -6.052376936924009
-21.58081705150977, -5.675320403561967
