-20.825509000450978, -4.818648368897232
-20.508673311957498, -4.930635176010081
-20.219932363749695, -4.91605942991124
-20.128221983948517, -4.641572248704087
-20.029556030039, -4.514786786885956
-19.966179810878558, -4.521709337497047
-19.90989125981546, -4.606018325977006
-19.860595434295107, -4.605931639296724
-19.76894284561412, -4.4299205268899
-19.733748053419635, -4.457994627489792
-19.705479939773397, -4.289128974300496
-19.67030165932754, -4.345339094557625
-19.64206656917855, -4.232745480682802
-19.61396770095572, -4.352274028980183
-19.578632558897922, -4.141191962493563
-19.53646155290932, -4.281797757910934
-19.51532651466914, -4.26769259664791
-19.47998311673703, -4.042542520332671
-19.43064188390796, -3.9650817795949886
-19.395529650456602, -4.1338359784810645
-19.38129652314173, -3.880587033942996
-19.367306944119083, -4.042344379349169
-19.331951162375503, -3.7960922882910038
-19.30388944558708, -3.978926880817167
-19.247563743089575, -3.999929825068344
-19.14888540536859, -3.8520423485072874
-18.993864853401472, -3.6970217965401706
-18.803604101931153, -3.4927012911155453
-18.697866991672917, -3.3166654110857827
-18.62040212299808, -3.3165291891596254
-18.514689780362783, -3.1826973386157182
-18.472399064196647, -3.1193169915181223
-18.387834143613, -3.020692316980168
-18.310315611755126, -2.929114031167991
-18.23278056814863, -2.809399725698577
-18.204541350062485, -2.689772106909446
-18.14810832119892, -2.5278909233885836
-18.126903108027083, -2.3942076785823025
-18.084612391860947, -2.330827331484707
-18.035337206026377, -2.365910669375971
-17.993116664791895, -2.422108405821631
-17.979081678460528, -2.5064916971704037
-17.943899270077512, -2.5556678125132235
-17.873443638694045, -2.4992719350840615
-17.774802452407464, -2.4146905027517875
-17.662064360732174, -2.3089822880536484
-17.55639329746844, -2.245490486652833
-17.42957481215306, -2.1467915092460648
-17.352060408232347, -2.0622472283481974
